id,sales
3000888,58.35618462
3000889,58.35618462
3000890,58.35618462
3000891,3609.826863
3000892,58.35618462
3000893,818.9154365
3000894,373.3624491
3000895,2989.63355
3000896,3609.826863
3000897,645.1172714
3000898,373.3624491
3000899,373.3624491
3000900,16432.05758
3000901,58.35618462
3000902,58.35618462
3000903,532.3534927
3000904,373.3624491
3000905,58.35618462
3000906,806.8947234
3000907,58.35618462
3000908,58.35618462
3000909,58.35618462
3000910,373.3624491
3000911,58.35618462
3000912,645.1172714
3000913,1347.643051
3000914,58.35618462
3000915,58.35618462
3000916,373.3624491
3000917,58.35618462
3000918,3609.826863
3000919,58.35618462
3000920,58.35618462
3000921,58.35618462
3000922,58.35618462
3000923,58.35618462
3000924,3609.826863
3000925,58.35618462
3000926,818.9154365
3000927,373.3624491
3000928,2989.63355
3000929,3609.826863
3000930,645.1172714
3000931,373.3624491
3000932,373.3624491
3000933,16432.05758
3000934,58.35618462
3000935,58.35618462
3000936,532.3534927
3000937,373.3624491
3000938,58.35618462
3000939,806.8947234
3000940,58.35618462
3000941,58.35618462
3000942,58.35618462
3000943,373.3624491
3000944,58.35618462
3000945,645.1172714
3000946,1347.643051
3000947,58.35618462
3000948,58.35618462
3000949,373.3624491
3000950,58.35618462
3000951,3609.826863
3000952,58.35618462
3000953,58.35618462
3000954,58.35618462
3000955,58.35618462
3000956,58.35618462
3000957,3609.826863
3000958,58.35618462
3000959,818.9154365
3000960,373.3624491
3000961,2989.63355
3000962,3609.826863
3000963,645.1172714
3000964,373.3624491
3000965,373.3624491
3000966,16432.05758
3000967,58.35618462
3000968,58.35618462
3000969,532.3534927
3000970,373.3624491
3000971,58.35618462
3000972,806.8947234
3000973,58.35618462
3000974,58.35618462
3000975,58.35618462
3000976,373.3624491
3000977,58.35618462
3000978,645.1172714
3000979,1347.643051
3000980,58.35618462
3000981,58.35618462
3000982,373.3624491
3000983,58.35618462
3000984,3609.826863
3000985,58.35618462
3000986,58.35618462
3000987,58.35618462
3000988,58.35618462
3000989,58.35618462
3000990,2544.020786
3000991,58.35618462
3000992,818.9154365
3000993,373.3624491
3000994,2989.63355
3000995,2544.020786
3000996,645.1172714
3000997,373.3624491
3000998,373.3624491
3000999,16432.05758
3001000,58.35618462
3001001,58.35618462
3001002,532.3534927
3001003,373.3624491
3001004,58.35618462
3001005,806.8947234
3001006,58.35618462
3001007,58.35618462
3001008,58.35618462
3001009,373.3624491
3001010,58.35618462
3001011,645.1172714
3001012,1347.643051
3001013,58.35618462
3001014,58.35618462
3001015,373.3624491
3001016,58.35618462
3001017,2544.020786
3001018,58.35618462
3001019,58.35618462
3001020,58.35618462
3001021,58.35618462
3001022,58.35618462
3001023,2544.020786
3001024,58.35618462
3001025,818.9154365
3001026,373.3624491
3001027,2989.63355
3001028,2544.020786
3001029,645.1172714
3001030,373.3624491
3001031,373.3624491
3001032,16432.05758
3001033,58.35618462
3001034,58.35618462
3001035,532.3534927
3001036,373.3624491
3001037,58.35618462
3001038,806.8947234
3001039,58.35618462
3001040,58.35618462
3001041,58.35618462
3001042,373.3624491
3001043,58.35618462
3001044,645.1172714
3001045,1347.643051
3001046,58.35618462
3001047,58.35618462
3001048,373.3624491
3001049,58.35618462
3001050,2544.020786
3001051,58.35618462
3001052,58.35618462
3001053,58.35618462
3001054,58.35618462
3001055,58.35618462
3001056,2544.020786
3001057,58.35618462
3001058,818.9154365
3001059,373.3624491
3001060,2989.63355
3001061,2544.020786
3001062,645.1172714
3001063,373.3624491
3001064,373.3624491
3001065,16432.05758
3001066,58.35618462
3001067,58.35618462
3001068,532.3534927
3001069,373.3624491
3001070,58.35618462
3001071,806.8947234
3001072,58.35618462
3001073,58.35618462
3001074,58.35618462
3001075,373.3624491
3001076,58.35618462
3001077,645.1172714
3001078,1347.643051
3001079,58.35618462
3001080,58.35618462
3001081,373.3624491
3001082,58.35618462
3001083,2544.020786
3001084,58.35618462
3001085,58.35618462
3001086,58.35618462
3001087,58.35618462
3001088,58.35618462
3001089,2544.020786
3001090,58.35618462
3001091,818.9154365
3001092,373.3624491
3001093,2989.63355
3001094,2544.020786
3001095,645.1172714
3001096,373.3624491
3001097,373.3624491
3001098,16432.05758
3001099,58.35618462
3001100,58.35618462
3001101,532.3534927
3001102,373.3624491
3001103,58.35618462
3001104,806.8947234
3001105,58.35618462
3001106,58.35618462
3001107,58.35618462
3001108,373.3624491
3001109,58.35618462
3001110,645.1172714
3001111,1347.643051
3001112,58.35618462
3001113,58.35618462
3001114,373.3624491
3001115,58.35618462
3001116,2544.020786
3001117,58.35618462
3001118,58.35618462
3001119,58.35618462
3001120,58.35618462
3001121,58.35618462
3001122,2544.020786
3001123,58.35618462
3001124,818.9154365
3001125,373.3624491
3001126,2989.63355
3001127,2544.020786
3001128,645.1172714
3001129,373.3624491
3001130,373.3624491
3001131,16432.05758
3001132,58.35618462
3001133,58.35618462
3001134,532.3534927
3001135,373.3624491
3001136,58.35618462
3001137,806.8947234
3001138,58.35618462
3001139,58.35618462
3001140,58.35618462
3001141,373.3624491
3001142,58.35618462
3001143,645.1172714
3001144,1347.643051
3001145,58.35618462
3001146,58.35618462
3001147,373.3624491
3001148,58.35618462
3001149,2544.020786
3001150,58.35618462
3001151,58.35618462
3001152,58.35618462
3001153,58.35618462
3001154,58.35618462
3001155,2544.020786
3001156,58.35618462
3001157,818.9154365
3001158,373.3624491
3001159,2989.63355
3001160,2544.020786
3001161,645.1172714
3001162,373.3624491
3001163,373.3624491
3001164,16432.05758
3001165,58.35618462
3001166,58.35618462
3001167,532.3534927
3001168,373.3624491
3001169,58.35618462
3001170,806.8947234
3001171,58.35618462
3001172,58.35618462
3001173,58.35618462
3001174,373.3624491
3001175,58.35618462
3001176,645.1172714
3001177,1347.643051
3001178,58.35618462
3001179,58.35618462
3001180,373.3624491
3001181,58.35618462
3001182,2544.020786
3001183,58.35618462
3001184,58.35618462
3001185,58.35618462
3001186,58.35618462
3001187,58.35618462
3001188,2544.020786
3001189,58.35618462
3001190,818.9154365
3001191,373.3624491
3001192,2989.63355
3001193,2544.020786
3001194,645.1172714
3001195,373.3624491
3001196,373.3624491
3001197,16432.05758
3001198,58.35618462
3001199,58.35618462
3001200,532.3534927
3001201,373.3624491
3001202,58.35618462
3001203,806.8947234
3001204,58.35618462
3001205,58.35618462
3001206,58.35618462
3001207,373.3624491
3001208,58.35618462
3001209,645.1172714
3001210,1347.643051
3001211,58.35618462
3001212,58.35618462
3001213,373.3624491
3001214,58.35618462
3001215,2544.020786
3001216,58.35618462
3001217,58.35618462
3001218,58.35618462
3001219,58.35618462
3001220,58.35618462
3001221,2544.020786
3001222,58.35618462
3001223,818.9154365
3001224,373.3624491
3001225,2989.63355
3001226,2544.020786
3001227,645.1172714
3001228,373.3624491
3001229,373.3624491
3001230,16432.05758
3001231,58.35618462
3001232,58.35618462
3001233,532.3534927
3001234,373.3624491
3001235,58.35618462
3001236,806.8947234
3001237,58.35618462
3001238,58.35618462
3001239,58.35618462
3001240,373.3624491
3001241,58.35618462
3001242,645.1172714
3001243,1347.643051
3001244,58.35618462
3001245,58.35618462
3001246,373.3624491
3001247,58.35618462
3001248,2544.020786
3001249,58.35618462
3001250,58.35618462
3001251,58.35618462
3001252,58.35618462
3001253,58.35618462
3001254,3609.826863
3001255,58.35618462
3001256,818.9154365
3001257,373.3624491
3001258,2989.63355
3001259,3609.826863
3001260,645.1172714
3001261,373.3624491
3001262,373.3624491
3001263,16432.05758
3001264,58.35618462
3001265,58.35618462
3001266,532.3534927
3001267,373.3624491
3001268,58.35618462
3001269,806.8947234
3001270,58.35618462
3001271,58.35618462
3001272,58.35618462
3001273,373.3624491
3001274,58.35618462
3001275,645.1172714
3001276,1347.643051
3001277,58.35618462
3001278,58.35618462
3001279,373.3624491
3001280,58.35618462
3001281,3609.826863
3001282,58.35618462
3001283,58.35618462
3001284,58.35618462
3001285,58.35618462
3001286,58.35618462
3001287,2544.020786
3001288,58.35618462
3001289,818.9154365
3001290,373.3624491
3001291,2989.63355
3001292,2544.020786
3001293,645.1172714
3001294,373.3624491
3001295,373.3624491
3001296,16432.05758
3001297,58.35618462
3001298,58.35618462
3001299,532.3534927
3001300,373.3624491
3001301,58.35618462
3001302,806.8947234
3001303,58.35618462
3001304,58.35618462
3001305,58.35618462
3001306,373.3624491
3001307,58.35618462
3001308,645.1172714
3001309,1347.643051
3001310,58.35618462
3001311,58.35618462
3001312,373.3624491
3001313,58.35618462
3001314,2544.020786
3001315,58.35618462
3001316,58.35618462
3001317,58.35618462
3001318,58.35618462
3001319,58.35618462
